,Season,HomeTeam,AwayTeam,Result,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Referee,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,B365H,B365D,B365A,BWH,BWD,BWA,IWH,IWD,IWA
984,2021,Crystal Palace,Man United,D,0,0,1,0,0,1,1,8,11,2,1,4,13,4,6,1,0,0,0,8,4.75,1.4,7,4.5,1.45,7.25,4.6,1.45
985,2021,Crystal Palace,West Brom,W,1,0,2,1,0,2,35,6,12,4,1,16,15,3,2,3,1,0,0,2.15,3.2,3.6,2.15,3.25,3.6,2.25,3.1,3.5
986,2021,Crystal Palace,Chelsea,L,1,4,0,0,3,0,24,1,23,1,10,7,12,0,8,1,0,0,0,7,3.8,1.53,7.25,3.75,1.55,6.75,4,1.53
987,2021,Crystal Palace,Man City,L,0,2,0,0,0,1,8,9,20,4,3,9,10,2,6,2,0,0,0,10,5,1.33,10,5,1.33,9.5,5.25,1.33
988,2021,Crystal Palace,Aston Villa,W,3,2,2,1,2,0,8,23,19,8,5,23,13,7,7,3,2,0,0,3,3.6,2.25,3,3.5,2.3,3.05,3.5,2.3
989,2021,Crystal Palace,Arsenal,L,1,3,0,0,1,0,3,12,6,6,3,7,7,6,7,2,1,0,0,6,4.5,1.5,5.75,4.4,1.55,5.75,4.4,1.55
990,2021,Crystal Palace,Brentford,D,0,0,1,0,0,1,20,7,14,2,3,12,9,3,5,3,1,0,0,2.55,3.2,2.87,2.6,3.2,2.8,2.6,3.15,2.9
991,2021,Crystal Palace,Tottenham,W,3,0,2,0,0,1,14,18,2,4,1,13,15,8,2,2,1,0,1,4.2,3.5,1.9,4.4,3.3,1.91,4.1,3.45,1.95
992,2021,Crystal Palace,Brighton,D,1,1,1,1,0,2,1,8,8,3,4,12,10,6,5,2,3,0,0,3.1,3.2,2.45,2.95,3.2,2.5,3,3.15,2.5
993,2021,Crystal Palace,Leicester,D,2,2,1,0,2,0,3,18,9,4,5,15,11,1,3,2,3,0,0,3.1,3.4,2.3,3.2,3.3,2.3,3.05,3.35,2.35
994,2021,Crystal Palace,Newcastle,D,1,1,1,0,0,1,9,15,6,3,2,13,9,3,7,3,4,0,0,1.9,3.6,4,1.95,3.6,3.7,1.95,3.55,3.8
995,2021,Crystal Palace,Wolves,W,2,0,2,0,0,1,10,13,4,6,2,14,13,4,6,2,1,0,0,2.45,3.2,3,2.4,3.2,3,2.5,3.15,3.05
996,2021,Crystal Palace,Aston Villa,L,1,2,0,0,1,0,25,8,10,3,3,12,10,7,3,3,3,0,0,2.2,3.4,3.3,2.2,3.4,3.2,2.2,3.35,3.35
997,2021,Crystal Palace,Everton,W,3,1,2,1,0,2,0,17,12,6,6,15,14,8,2,0,2,0,0,2.3,3.2,3.3,2.25,3.25,3.2,2.3,3.2,3.35
998,2021,Crystal Palace,Southampton,D,2,2,1,1,2,0,35,9,15,6,4,16,20,4,6,2,4,0,0,2.15,3.3,3.5,2.15,3.3,3.5,2.15,3.35,3.5
999,2021,Crystal Palace,Norwich,W,3,0,2,3,0,2,30,19,12,6,3,9,13,8,8,1,2,0,0,1.65,3.75,5.5,1.66,3.6,5.75,1.67,3.65,5.5
1000,2020,Crystal Palace,Arsenal,D,1,1,1,0,1,0,30,6,7,3,4,14,22,1,4,2,3,0,1,4.1,3.9,1.8,4,3.8,1.85,4.15,3.8,1.83
1001,2020,Crystal Palace,Southampton,L,0,2,0,0,1,0,1,6,15,0,6,12,13,0,8,1,2,0,0,2.7,3.25,2.7,2.75,3.3,2.7,2.7,3.15,2.7
1002,2020,Crystal Palace,Sheffield United,L,0,1,0,0,0,1,0,13,10,3,3,9,15,9,5,3,2,0,0,3.1,3.1,2.5,3.1,3.1,2.45,3.1,3,2.55
1003,2020,Crystal Palace,Newcastle,W,1,0,2,1,0,2,28,18,8,9,2,15,11,7,5,2,6,0,1,1.95,3.4,4.2,1.91,3.3,4.4,1.97,3.25,4.35
1004,2020,Crystal Palace,Watford,W,1,0,2,1,0,2,3,10,10,3,4,12,19,8,8,4,4,0,0,2.55,3.2,2.9,2.6,3.2,2.85,2.55,3.15,2.95
1005,2020,Crystal Palace,Burnley,L,0,1,0,0,0,1,35,17,8,4,4,12,13,9,1,1,1,0,0,2.25,3.2,3.4,2.25,3.2,3.4,2.3,3.1,3.35
1006,2020,Crystal Palace,Chelsea,L,2,3,0,1,2,0,8,13,14,4,6,11,10,7,9,1,0,0,0,8.5,4.5,1.4,8,4.5,1.42,8.5,4.5,1.4
1007,2020,Crystal Palace,Man United,L,0,2,0,0,1,0,10,13,17,5,5,10,15,2,7,1,2,0,0,9.5,4.75,1.36,9.25,4.75,1.36,9.6,5,1.35
1008,2020,Crystal Palace,Tottenham,D,1,1,1,0,1,0,1,13,7,2,2,11,13,7,2,3,2,0,0,6,4.2,1.55,6,4.2,1.55,6,4,1.57
1009,2020,Crystal Palace,Southampton,W,1,0,2,1,0,2,14,5,9,3,5,14,11,7,3,2,1,0,0,3.1,3.25,2.37,3,3.2,2.45,3.15,2.95,2.4
1010,2020,Crystal Palace,Everton,L,1,2,0,1,2,0,16,8,10,1,5,16,15,7,6,3,1,0,0,3.75,3.25,2.1,3.8,3.3,2.05,3.65,3.1,2.15
1011,2020,Crystal Palace,Brighton,D,1,1,1,1,0,2,34,1,20,1,3,13,12,2,5,3,2,0,1,2.62,3.3,2.7,2.6,3.3,2.75,2.65,3,2.8
1012,2020,Crystal Palace,Leeds,W,4,1,2,3,1,2,5,10,9,6,3,9,1,3,6,0,2,0,0,2.87,3.4,2.45,2.9,3.4,2.45,2.9,3.15,2.5
1013,2020,Crystal Palace,Newcastle,L,0,2,0,0,0,1,10,12,14,3,7,9,10,7,3,2,2,0,0,2.05,3.25,3.75,2.15,3.2,3.7,2.15,3.2,3.55
1014,2020,Crystal Palace,Tottenham,D,1,1,1,0,1,0,16,16,14,5,6,15,11,4,7,1,1,0,0,4.5,3.9,1.72,4.75,3.7,1.75,4.6,3.5,1.77
1015,2020,Crystal Palace,Liverpool,L,0,7,0,0,3,0,14,5,14,3,8,5,11,5,4,1,0,0,0,6.5,4.33,1.5,6,4.6,1.5,6,4.2,1.53
1016,2020,Crystal Palace,Leicester,D,1,1,1,0,0,1,10,4,17,1,3,10,7,2,5,0,1,0,0,3.75,3.5,2,3.8,3.6,1.95,3.7,3.5,2
1017,2019,Crystal Palace,Everton,D,0,0,1,0,0,1,14,6,10,2,3,16,14,6,2,2,1,0,1,3,3.25,2.37,3.2,3.2,2.35,3.1,3.2,2.4
1018,2019,Crystal Palace,Aston Villa,W,1,0,2,0,0,1,16,22,10,5,2,15,16,13,2,2,4,0,1,2.15,3.3,3.5,2.2,3.3,3.4,2.2,3.4,3.35
1019,2019,Crystal Palace,Wolves,D,1,1,1,0,0,1,34,13,14,4,4,7,10,6,7,2,1,0,1,2.62,3.1,2.87,2.65,3,2.95,2.6,3.1,2.9
1020,2019,Crystal Palace,Norwich,W,2,0,2,1,0,2,14,15,10,3,3,14,10,5,5,3,1,0,0,1.9,3.75,3.75,1.95,3.6,3.8,1.9,3.75,3.85
1021,2019,Crystal Palace,Man City,L,0,2,0,0,2,0,3,7,21,2,10,8,10,1,8,1,1,0,0,12,7,1.22,12.5,6.5,1.22,10,6.5,1.25
1022,2019,Crystal Palace,Leicester,L,0,2,0,0,0,1,30,12,14,3,5,15,16,5,6,2,2,0,0,3.5,3.4,2.1,3.5,3.3,2.15,3.45,3.4,2.15
1023,2019,Crystal Palace,Liverpool,L,1,2,0,0,0,1,16,16,12,6,4,8,7,9,8,0,1,0,0,7.5,4.75,1.4,7.5,4.5,1.44,7.2,4.4,1.45
1024,2019,Crystal Palace,Bournemouth,W,1,0,2,0,0,1,3,7,6,2,3,6,15,6,9,3,3,1,0,2.2,3.4,3.25,2.2,3.3,3.4,2.2,3.35,3.3
1025,2019,Crystal Palace,Brighton,D,1,1,1,0,0,1,6,11,15,4,10,7,12,3,7,1,1,0,0,2.55,3.25,2.87,2.5,3.25,2.9,2.55,3.2,2.85
1026,2019,Crystal Palace,West Ham,W,2,1,2,0,0,1,1,13,10,4,2,5,10,7,6,0,2,0,0,2.3,3.4,3.1,2.2,3.5,3.2,2.3,3.35,3.1
1027,2019,Crystal Palace,Watford,L,1,2,0,1,0,2,30,15,16,6,2,11,11,7,7,1,4,0,0,2.25,3.4,3.5,2.2,3.3,3.4,2.2,3.3,3.4
1028,2019,Crystal Palace,Fulham,W,2,0,2,1,0,2,24,17,8,6,0,9,12,11,1,2,3,0,0,2.05,3.5,4,2,3.5,3.8,2,3.45,3.75
1029,2019,Crystal Palace,West Ham,D,1,1,1,0,1,0,6,25,6,5,4,12,9,10,4,3,0,0,0,2.1,3.5,3.75,2.05,3.4,3.75,2.1,3.4,3.55
1030,2019,Crystal Palace,Man United,L,1,3,0,0,1,0,20,17,13,2,4,8,9,5,6,2,3,0,0,3.25,3.5,2.3,3.1,3.4,2.3,3.1,3.4,2.3
1031,2019,Crystal Palace,Brighton,L,1,2,0,0,1,0,6,15,4,3,3,8,18,8,0,1,5,0,0,1.83,3.6,5,1.8,3.5,4.75,1.83,3.45,4.55
1032,2019,Crystal Palace,Huddersfield,W,2,0,2,0,0,1,19,19,15,5,5,10,7,5,5,0,0,0,0,1.45,4.4,9,1.45,4.25,8,1.5,4.3,6.5
1033,2019,Crystal Palace,Man City,L,1,3,0,0,1,0,20,7,20,3,6,5,11,2,9,0,0,0,0,11,6,1.3,10,5.5,1.3,9.1,5.3,1.32
1034,2019,Crystal Palace,Everton,D,0,0,1,0,0,1,18,8,22,0,3,9,15,5,10,2,0,0,0,2.62,3.5,2.8,2.55,3.4,2.75,2.6,3.35,2.7
1035,2019,Crystal Palace,Bournemouth,W,5,3,2,3,1,2,31,17,16,8,8,11,8,4,4,3,0,0,0,1.9,4.2,3.8,1.85,3.9,3.9,1.85,3.95,3.85
1036,2018,Crystal Palace,Liverpool,L,0,2,0,0,1,0,24,8,16,2,6,6,13,6,7,1,1,1,0,7,5,1.44,6.75,4.75,1.44,7,4.5,1.45
1037,2018,Crystal Palace,Southampton,L,0,2,0,0,0,1,20,20,19,6,6,11,12,7,4,1,1,0,0,2,3.5,4.2,1.95,3.4,4.1,2,3.4,3.8
1038,2018,Crystal Palace,Newcastle,D,0,0,1,0,0,1,1,16,6,4,3,8,11,9,5,1,1,0,0,2.14,3.4,3.75,2.15,3.3,3.6,2,3.4,3.8
1039,2018,Crystal Palace,Wolves,L,0,1,0,0,0,1,24,11,7,4,2,11,13,6,3,3,4,0,0,3,3.2,2.62,2.8,3.2,2.65,2.9,3.1,2.6
1040,2018,Crystal Palace,Arsenal,D,2,2,1,1,0,2,20,16,7,3,2,10,16,6,4,1,2,0,0,4.75,4.1,1.75,4.33,3.9,1.78,4.4,3.7,1.8
1041,2018,Crystal Palace,Tottenham,L,0,1,0,0,0,1,14,11,11,4,2,12,9,10,6,1,1,0,0,4.5,3.75,1.85,4.5,3.7,1.8,4.5,3.6,1.8
1042,2018,Crystal Palace,Burnley,W,2,0,2,1,0,2,19,29,4,9,0,9,10,10,2,1,1,0,0,1.61,3.9,6.5,1.62,3.75,6,1.67,3.8,5.2
1043,2018,Crystal Palace,Leicester,W,1,0,2,1,0,2,24,8,12,1,2,10,8,4,4,2,1,0,0,2.62,3.2,3,2.55,3.2,2.9,2.6,3.1,2.95
1044,2018,Crystal Palace,Cardiff,D,0,0,1,0,0,1,19,31,9,5,4,9,11,12,1,0,3,0,0,1.66,4,5.75,1.65,4,5.25,1.7,3.8,5
1045,2018,Crystal Palace,Chelsea,L,0,1,0,0,0,1,6,4,12,0,4,11,8,3,4,0,1,0,0,4.75,4,1.66,5,3.8,1.7,4.8,3.7,1.75
1046,2018,Crystal Palace,Burnley,W,1,0,2,1,0,2,24,17,8,2,2,16,10,3,2,0,3,0,0,2,3.29,4.5,2,3.2,4.2,2,3.3,4
1047,2018,Crystal Palace,Newcastle,D,1,1,1,0,1,0,1,21,11,6,8,11,8,5,6,1,1,0,0,2.04,3.39,4.2,2,3.25,4.1,2.1,3.25,3.7
1048,2018,Crystal Palace,Tottenham,L,0,1,0,0,0,1,16,5,14,3,4,12,5,2,13,0,1,0,0,7.5,4.5,1.5,7,4.2,1.5,6.5,4.2,1.5
1049,2018,Crystal Palace,Man United,L,2,3,0,1,0,2,26,10,17,4,8,10,8,3,7,1,3,0,0,7,4,1.57,6.5,4.1,1.53,6.2,4,1.55
1050,2018,Crystal Palace,Liverpool,L,1,2,0,1,0,2,26,6,16,3,6,6,8,4,6,2,2,0,0,7,4.33,1.44,6.75,4.33,1.5,7.2,4.4,1.45
1051,2018,Crystal Palace,Brighton,W,3,2,2,3,2,2,1,15,12,8,3,12,16,5,6,3,2,0,0,1.9,3.5,4.75,1.9,3.4,4.33,1.95,3.45,3.95
1052,2018,Crystal Palace,Leicester,W,5,0,2,2,0,2,22,15,6,9,1,11,9,8,2,1,1,0,1,2.04,3.6,3.79,2.05,3.3,3.8,2,3.4,3.8
1053,2018,Crystal Palace,West Brom,W,2,0,2,0,0,1,14,11,7,5,1,10,11,4,2,2,3,0,0,1.8,3.79,4.75,1.75,3.7,4.75,1.85,3.5,4.3
1054,2017,Crystal Palace,Huddersfield,L,0,3,0,0,2,0,14,14,8,4,6,7,19,12,9,1,3,0,0,1.83,3.6,5,1.8,3.5,4.75,1.85,3.5,4.3
1055,2017,Crystal Palace,Swansea,L,0,2,0,0,1,0,1,16,7,3,3,9,6,1,1,4,1,0,0,1.95,3.5,4.33,1.9,3.5,4.2,1.9,3.5,4.1
1056,2017,Crystal Palace,Southampton,L,0,1,0,0,1,0,33,14,13,3,4,14,13,5,5,5,1,0,0,3,3.3,2.6,2.95,3.25,2.5,2.85,3.3,2.5
1057,2017,Crystal Palace,Chelsea,W,2,1,2,2,1,2,1,14,15,5,5,7,6,5,8,2,1,0,0,9,5,1.4,9,5,1.36,7.5,4.8,1.4
1058,2017,Crystal Palace,West Ham,D,2,2,1,0,2,0,33,19,6,9,2,18,15,11,2,1,2,0,0,2.39,3.29,3.29,2.35,3.3,3.1,2.4,3.3,2.95
1059,2017,Crystal Palace,Everton,D,2,2,1,2,2,1,3,16,8,7,5,9,26,9,4,2,3,0,0,2.39,3.25,3.29,2.4,3.25,3.1,2.6,3.25,2.75
1060,2017,Crystal Palace,Stoke,W,2,1,2,0,0,1,22,10,9,5,3,9,5,5,2,1,1,0,0,2.04,3.5,4,2,3.4,3.9,2.1,3.4,3.5
1061,2017,Crystal Palace,Bournemouth,D,2,2,1,2,2,1,16,24,11,8,5,14,14,6,3,5,2,0,0,2.04,3.5,4,2,3.4,3.9,2.1,3.3,3.6
1062,2017,Crystal Palace,Watford,W,2,1,2,0,1,0,18,14,7,4,2,14,18,4,6,2,1,0,1,2.29,3.5,3.25,2.25,3.4,3.25,2.4,3.1,3.15
1063,2017,Crystal Palace,Arsenal,L,2,3,0,0,1,0,24,16,16,2,9,12,7,5,4,0,1,0,0,4.5,4,1.8,4.5,3.8,1.78,4.8,3.6,1.75
1064,2017,Crystal Palace,Man City,D,0,0,1,0,0,1,14,10,15,1,4,14,11,7,8,5,4,0,0,11,6.5,1.28,11.5,6.25,1.25,9.5,5.5,1.3
1065,2017,Crystal Palace,Swansea,L,1,2,0,0,1,0,30,7,11,3,4,13,14,4,5,2,1,0,0,1.75,3.5,4.75,1.78,3.6,4.75,1.8,3.6,4.5
1066,2017,Crystal Palace,Everton,L,0,1,0,0,0,1,3,8,16,2,8,10,15,8,7,0,1,0,0,3.25,3.4,2.38,3,3.4,2.35,3.3,3.35,2.2
1067,2017,Crystal Palace,Sunderland,L,0,4,0,0,4,0,1,21,10,9,7,8,8,6,1,3,3,0,0,1.7,3.9,5.5,1.67,3.8,5.25,1.75,3.6,4.8
1068,2017,Crystal Palace,Middlesbrough,W,1,0,2,1,0,2,33,15,11,3,4,13,15,4,2,3,1,0,0,2.1,3.2,4.2,2.1,3.2,3.9,2.1,3.4,3.5
1069,2017,Crystal Palace,Watford,W,1,0,2,0,0,1,20,7,6,0,2,8,15,3,2,0,2,0,0,1.91,3.5,4.75,1.9,3.5,4.2,2,3.4,3.8
1070,2017,Crystal Palace,Arsenal,W,3,0,2,1,0,2,24,17,11,6,3,11,10,5,8,0,1,0,0,4.5,3.9,1.83,4.6,3.8,1.75,5,3.7,1.7
1071,2017,Crystal Palace,Leicester,D,2,2,1,0,1,0,22,15,6,4,2,10,16,8,5,0,2,0,0,1.73,3.6,4.75,1.8,3.5,4.4,1.8,3.6,4.5
1072,2017,Crystal Palace,Tottenham,L,0,1,0,0,0,1,14,6,18,1,4,13,15,2,11,3,3,0,0,5.5,4.2,1.65,5.25,4.1,1.62,4.7,3.9,1.7
1073,2017,Crystal Palace,Burnley,L,0,2,0,0,1,0,33,15,9,5,3,11,12,14,4,2,0,0,0,1.75,3.5,4.75,1.75,3.5,4.75,1.8,3.6,4.5
1074,2017,Crystal Palace,Hull,W,4,0,2,2,0,2,20,12,9,4,0,13,14,3,7,3,5,0,0,2.1,3.6,3.75,2.05,3.4,3.75,2,3.4,3.8
1075,2016,Crystal Palace,West Brom,L,0,1,0,0,0,1,6,14,13,4,3,12,15,3,6,2,2,0,0,2,3.3,4.5,2,3.2,3.9,2.1,3.3,3.3
1076,2016,Crystal Palace,Bournemouth,D,1,1,1,0,1,0,22,24,10,5,3,15,10,10,4,2,1,0,0,2.3,3.2,3.3,2.35,3.2,3.2,2.4,3.3,2.75
1077,2016,Crystal Palace,Stoke,W,4,1,2,2,0,2,6,14,11,8,4,15,9,10,5,2,1,0,0,2,3.5,4.2,2,3.4,3.9,2.1,3.4,3.5
1078,2016,Crystal Palace,West Ham,L,0,1,0,0,1,0,20,12,12,3,4,12,13,7,6,1,3,0,1,2.15,3.5,3.6,2,3.5,3.75,2.2,3.35,3.3
1079,2016,Crystal Palace,Liverpool,L,2,4,0,2,3,0,1,7,17,6,10,15,5,3,3,1,2,0,0,5.25,4,1.7,5,4,1.72,4.8,3.6,1.75
1080,2016,Crystal Palace,Man City,L,1,2,0,0,1,0,33,9,10,2,4,12,15,2,7,1,2,0,0,6.5,4.5,1.53,6.25,4.4,1.5,6.5,4.2,1.5
1081,2016,Crystal Palace,Southampton,W,3,0,2,2,0,2,26,9,17,4,3,11,13,4,9,3,1,0,0,3.5,3.3,2.3,3.2,3.4,2.25,2.95,3.3,2.4
1082,2016,Crystal Palace,Man United,L,1,2,0,0,1,0,6,6,16,3,6,16,10,1,8,2,2,0,0,5.25,4,1.7,5.5,3.8,1.65,4.8,3.6,1.75
1083,2016,Crystal Palace,Chelsea,L,0,1,0,0,1,0,14,6,13,2,6,12,15,5,3,2,3,0,0,6.5,4.2,1.57,6,4.1,1.57,6.5,4.2,1.5
1084,2016,Crystal Palace,Chelsea,L,0,3,0,0,1,0,16,8,10,4,4,12,15,5,7,3,0,0,0,3.8,3.5,2.1,3.8,3.2,2.1,3.1,3.3,2.2
1085,2016,Crystal Palace,Tottenham,L,1,3,0,1,0,2,20,11,24,3,11,11,12,3,10,2,2,0,0,3.6,3.5,2.15,3.4,3.2,2.15,3.2,3.2,2.2
1086,2016,Crystal Palace,Bournemouth,L,1,2,0,1,1,1,23,14,8,3,4,11,15,5,3,3,4,0,0,2.45,3.3,3.2,2.4,3.2,2.9,2.3,3.2,3
1087,2016,Crystal Palace,Watford,L,1,2,0,1,1,1,31,14,10,7,3,11,16,8,5,0,2,0,0,2.25,3.3,3.6,2.25,3.2,3.2,2.2,3.3,3.1
1088,2016,Crystal Palace,Liverpool,L,1,2,0,0,0,1,1,14,19,4,5,12,16,6,6,1,2,0,1,3.8,3.5,2.1,3.5,3.2,2.1,3.3,3.3,2.1
1089,2016,Crystal Palace,Leicester,L,0,1,0,0,1,0,23,12,8,4,3,9,13,10,7,1,1,0,0,3,3.4,2.5,2.95,3.2,2.4,3,3.2,2.3
1090,2016,Crystal Palace,Norwich,W,1,0,2,0,0,1,24,13,13,6,4,13,10,10,4,2,1,0,0,2.05,3.4,3.6,1.95,3.3,3.9,2.05,3.3,3.5
1091,2016,Crystal Palace,Everton,D,0,0,1,0,0,1,23,18,9,6,5,7,9,10,7,0,1,0,1,2.9,3.4,2.6,2.95,3.2,2.4,2.95,3.1,2.4
1092,2016,Crystal Palace,Stoke,W,2,1,2,0,1,0,16,17,12,4,3,8,18,4,3,2,3,0,0,2.05,3.5,3.9,2.05,3.2,3.7,1.85,3.45,4
1093,2015,Crystal Palace,Arsenal,L,1,2,0,1,1,1,18,11,20,4,7,14,12,6,6,1,1,0,0,5.25,3.9,1.73,5,3.75,1.75,4.7,3.6,1.7
1094,2015,Crystal Palace,Aston Villa,W,2,1,2,0,0,1,17,16,11,6,2,12,15,6,4,3,3,0,0,1.85,3.6,4.75,1.85,3.5,4.1,1.9,3.4,3.9
1095,2015,Crystal Palace,Man City,L,0,1,0,0,0,1,23,10,21,2,7,13,13,4,4,2,3,0,0,5.5,4.2,1.67,5.25,3.9,1.67,5.4,3.7,1.6
1096,2015,Crystal Palace,West Brom,W,2,0,2,0,0,1,14,21,7,8,2,14,13,8,3,3,3,0,0,1.83,3.6,5,1.8,3.4,4.5,1.8,3.5,4.2
1097,2015,Crystal Palace,West Ham,L,1,3,0,1,1,1,21,6,24,1,4,9,11,1,9,1,3,1,0,2,3.6,4,2,3.5,3.5,1.9,3.45,3.8
1098,2015,Crystal Palace,Man United,D,0,0,1,0,0,1,23,10,5,5,1,12,15,7,3,3,3,0,0,3.8,3.5,2.1,3.4,3.4,2.1,3.4,3.2,2.1
1099,2015,Crystal Palace,Sunderland,L,0,1,0,0,0,1,20,19,12,7,4,18,11,11,2,1,3,0,0,1.57,4,7,1.57,3.8,5.75,1.65,3.6,5.1
1100,2015,Crystal Palace,Newcastle,W,5,1,2,3,1,2,34,19,7,8,2,7,13,7,5,1,1,0,0,1.7,3.9,5.5,1.72,3.8,4.4,1.75,3.5,4.5
1101,2015,Crystal Palace,Southampton,W,1,0,2,1,0,2,22,12,15,5,3,11,13,8,5,0,0,0,0,2.6,3.3,3,2.6,3.25,2.65,2.5,3.2,2.75
1102,2015,Crystal Palace,Swansea,D,0,0,1,0,0,1,26,10,5,2,3,11,16,7,4,3,2,0,0,2.1,3.4,4,2.05,3.3,4,2,3.3,3.6
1103,2015,Crystal Palace,Tottenham,W,2,1,2,0,0,1,3,21,9,7,5,9,14,4,6,5,3,0,0,3.5,3.5,2.2,3.4,3.3,2.3,3.3,3.3,2.1
1104,2015,Crystal Palace,Everton,L,0,1,0,0,1,0,31,13,14,3,2,12,14,6,1,0,3,0,0,2.8,3.3,2.75,2.8,3.1,2.75,2.6,3.2,2.6
1105,2015,Crystal Palace,Newcastle,D,1,1,1,0,1,0,1,7,5,3,1,10,11,5,2,1,2,0,0,2.38,3.3,3.3,2.4,3.1,3,2.3,3.3,2.9
1106,2015,Crystal Palace,Arsenal,L,1,2,0,0,2,0,21,22,12,3,4,15,14,10,1,1,3,0,0,4.75,3.75,1.83,4.1,3.6,1.83,4.2,3.5,1.8
1107,2015,Crystal Palace,QPR,W,3,1,2,3,0,2,18,15,11,4,4,17,16,6,3,1,3,0,0,1.83,3.75,4.75,1.83,3.6,4.1,1.85,3.45,4
1108,2015,Crystal Palace,Man City,W,2,1,2,1,0,2,24,5,22,3,4,11,11,4,13,2,1,0,0,5,4,1.67,5,4,1.7,5,3.9,1.6
1109,2015,Crystal Palace,West Brom,L,0,2,0,0,1,0,14,19,8,4,4,17,17,7,6,3,3,0,0,1.95,3.5,4.5,1.95,3.4,3.75,1.9,3.45,3.8
1110,2015,Crystal Palace,Hull,L,0,2,0,0,0,1,21,7,21,3,7,15,10,0,9,0,0,0,0,2.05,3.3,4.2,2,3.3,4.1,2,3.3,3.6
1111,2015,Crystal Palace,Man United,L,1,2,0,0,1,0,24,13,13,4,4,13,12,7,6,0,1,0,0,4.5,3.6,1.91,4.1,3.7,1.9,4.5,3.7,1.7
1112,2015,Crystal Palace,Swansea,W,1,0,2,0,0,1,6,13,5,7,2,22,13,7,3,3,0,0,0,2.25,3.6,3.3,2.2,3.2,3.3,2.1,3.3,3.3
1113,2014,Crystal Palace,West Ham,L,1,3,0,0,2,0,21,9,17,4,8,14,11,6,9,1,3,0,0,2.5,3.3,3.1,2.5,3,2.95,2.3,3.3,2.9
1114,2014,Crystal Palace,Burnley,D,0,0,1,0,0,1,22,14,11,3,3,12,10,5,5,2,3,0,0,2.25,3.3,3.6,2.25,3.2,3.2,2,3.3,3.6
1115,2014,Crystal Palace,Leicester,W,2,0,2,0,0,1,17,16,7,6,1,14,9,6,6,0,2,0,0,2.63,3.4,2.88,2.65,3.1,2.7,2.5,3.2,2.75
1116,2014,Crystal Palace,Chelsea,L,1,2,0,0,1,0,6,7,14,4,5,13,7,3,2,1,1,1,1,8.5,4.75,1.44,7,4.25,1.44,7.3,4.4,1.4
1117,2014,Crystal Palace,Sunderland,L,1,3,0,0,1,0,29,9,8,1,7,12,19,11,2,0,3,1,0,2.1,3.5,3.8,2.1,3.4,3.7,2.1,3.3,3.3
1118,2014,Crystal Palace,Liverpool,W,3,1,2,1,1,1,14,15,12,5,1,21,10,4,3,1,2,0,0,4.33,3.7,1.91,3.7,3.6,1.91,4.5,3.5,1.75
1119,2014,Crystal Palace,Aston Villa,L,0,1,0,0,1,0,24,17,5,5,3,16,15,8,2,2,2,0,0,2.1,3.4,4,2.1,3.2,3.6,2,3.3,3.6
1120,2014,Crystal Palace,Stoke,D,1,1,1,1,1,1,16,10,7,3,3,12,11,9,8,2,0,0,0,2.6,3.25,3,2.62,3.25,2.85,2.5,3.2,2.75
1121,2014,Crystal Palace,Southampton,L,1,3,0,0,1,0,22,11,13,4,6,15,10,8,4,1,0,0,0,3.75,3.4,2.15,3.3,3.2,2.2,3.2,3.2,2.2
1122,2014,Crystal Palace,Norwich,D,1,1,1,1,1,1,22,13,8,4,5,12,10,9,4,2,1,0,1,2.38,3.3,3.3,2.35,3.1,3.1,2.3,3.3,2.9
1123,2014,Crystal Palace,Stoke,W,1,0,2,0,0,1,21,12,17,6,2,9,13,4,3,0,2,0,0,2.35,3.2,3.5,2.2,3.2,3.4,2.2,3.2,3.2
1124,2014,Crystal Palace,Hull,W,1,0,2,1,0,2,31,13,13,3,4,14,8,8,3,4,0,0,1,2.5,3.2,3.2,2.5,3,3,2.2,3.2,3.2
1125,2014,Crystal Palace,West Brom,W,3,1,2,2,0,2,4,10,16,6,6,13,13,4,7,0,3,0,0,2.6,3.3,3,2.5,3.2,2.85,2.4,3.1,2.9
1126,2014,Crystal Palace,Man United,L,0,2,0,0,0,1,24,15,14,6,5,12,10,6,4,0,2,0,0,6.5,4,1.6,6.5,3.6,1.57,5.1,3.6,1.65
1127,2014,Crystal Palace,Southampton,L,0,1,0,0,1,0,11,6,11,1,3,14,18,8,3,1,5,0,0,3.9,3.3,2.15,3.5,3.25,2.1,3,3.2,2.3
1128,2014,Crystal Palace,Chelsea,W,1,0,2,0,0,1,18,14,21,4,2,10,4,2,13,4,1,0,0,10,4.75,1.4,7.5,4.6,1.4,7.3,4.4,1.4
1129,2014,Crystal Palace,Aston Villa,W,1,0,2,0,0,1,11,14,7,4,4,7,12,2,4,0,2,0,0,2.15,3.3,3.9,2.1,3.25,3.5,2.2,3.1,3.3
1130,2014,Crystal Palace,Man City,L,0,2,0,0,2,0,11,3,16,2,6,9,10,4,8,3,1,0,0,7.5,5,1.44,7,4.25,1.44,7.3,4.4,1.4
1131,2014,Crystal Palace,Liverpool,D,3,3,1,0,1,0,21,10,26,6,9,7,12,7,7,2,3,0,0,9,5,1.4,7.5,5,1.36,7.5,4.6,1.37
