Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Referee,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,B365H,B365D,B365A,BWH,BWD,BWA,IWH,IWD,IWA
19/02/2022,Man City,Tottenham,2,3,0,1,1,1,3,21,6,4,5,5,7,10,0,0,3,0,0,1.28,6.0,10.0,1.26,5.75,12.0,1.3,5.75,9.5
20/02/2022,Leeds,Man United,2,4,0,0,2,0,30,16,15,6,9,13,19,3,3,6,3,0,0,3.9,3.8,1.85,3.9,3.8,1.87,3.8,3.65,1.95
20/02/2022,Wolves,Leicester,2,1,2,1,1,1,6,11,17,3,7,12,9,7,10,4,4,0,0,2.25,3.3,3.25,2.3,3.1,3.4,2.3,3.25,3.2
23/02/2022,Burnley,Tottenham,1,0,2,0,0,1,10,15,12,4,2,8,8,3,7,0,0,0,0,4.6,3.8,1.75,4.5,3.7,1.77,4.6,3.7,1.77
23/02/2022,Watford,Crystal Palace,1,4,0,1,2,0,1,8,7,1,5,12,9,6,4,2,1,0,0,3.1,3.3,2.3,3.3,3.25,2.25,3.2,3.15,2.4
23/02/2022,Liverpool,Leeds,6,0,2,3,0,2,24,23,3,15,2,5,11,4,0,0,3,0,0,1.16,8.0,15.0,1.16,8.75,14.5,1.15,8.5,15.0
24/02/2022,Arsenal,Wolves,2,1,2,0,1,0,20,26,6,5,2,8,9,5,4,1,1,0,0,1.65,3.8,5.5,1.62,3.75,5.75,1.65,3.75,5.75
25/02/2022,Southampton,Norwich,2,0,2,1,0,2,35,27,8,9,1,12,9,13,6,1,2,0,0,1.53,4.33,6.0,1.52,4.4,5.75,1.63,4.1,5.5
26/02/2022,Leeds,Tottenham,0,4,0,0,3,0,6,19,15,3,11,16,11,3,6,4,2,0,0,4.2,3.6,1.85,4.0,3.8,1.83,3.95,3.95,1.83
26/02/2022,Brentford,Newcastle,0,2,0,0,2,0,22,6,26,1,11,9,7,6,6,3,1,1,0,2.5,3.2,3.0,2.45,3.2,2.9,2.5,3.1,3.0
26/02/2022,Crystal Palace,Burnley,1,1,1,1,0,2,14,11,5,4,1,5,17,5,4,0,2,0,0,1.9,3.6,4.0,1.9,3.4,4.2,1.95,3.4,4.1
26/02/2022,Man United,Watford,0,0,1,0,0,1,16,22,10,3,2,2,7,4,3,0,0,0,0,1.3,5.5,9.5,1.34,5.5,8.25,1.33,5.5,8.75
26/02/2022,Brighton,Aston Villa,0,2,0,0,1,0,12,12,9,1,4,17,11,7,2,4,5,0,0,2.2,3.3,3.5,2.2,3.3,3.3,2.3,3.25,3.3
26/02/2022,Everton,Man City,0,1,0,0,0,1,30,6,13,2,8,7,14,3,4,3,2,0,0,10.0,5.75,1.28,9.5,5.5,1.31,11.0,6.0,1.27
27/02/2022,West Ham,Wolves,1,0,2,0,0,1,3,13,14,4,1,8,2,3,5,1,0,0,0,2.05,3.3,3.8,2.05,3.2,3.8,2.1,3.25,3.7
1/3/2022,Burnley,Leicester,0,2,0,0,0,1,5,9,22,2,6,10,13,6,8,1,1,0,0,2.9,3.4,2.4,2.8,3.4,2.45,2.9,3.25,2.5
5/3/2022,Leicester,Leeds,1,0,2,0,0,1,8,7,19,4,4,9,12,5,10,1,2,0,0,1.75,4.0,4.2,1.82,3.9,4.0,1.8,4.1,4.0
5/3/2022,Aston Villa,Southampton,4,0,2,2,0,2,28,14,11,9,1,10,8,4,7,1,1,0,0,2.3,3.5,3.0,2.3,3.5,2.95,2.35,3.4,3.0
5/3/2022,Burnley,Chelsea,0,4,0,0,0,1,1,6,11,1,5,12,7,5,2,2,0,0,0,6.5,4.33,1.5,7.5,4.1,1.47,7.0,4.2,1.5
5/3/2022,Newcastle,Brighton,2,1,2,2,0,2,20,10,15,4,4,8,10,4,7,1,1,0,0,2.75,3.2,2.62,2.65,3.25,2.65,2.75,3.1,2.75
5/3/2022,Norwich,Brentford,1,3,0,0,1,0,3,15,10,7,6,13,18,5,5,2,5,0,0,2.9,3.1,2.5,2.9,3.1,2.55,2.9,3.1,2.6
5/3/2022,Wolves,Crystal Palace,0,2,0,0,2,0,0,12,12,5,8,13,8,7,7,0,3,0,0,2.3,3.1,3.4,2.3,3.1,3.3,2.35,3.05,3.4
5/3/2022,Liverpool,West Ham,1,0,2,1,0,2,14,22,13,5,5,7,7,4,6,2,1,0,0,1.28,5.75,9.5,1.29,5.75,9.5,1.3,6.0,9.5
6/3/2022,Watford,Arsenal,2,3,0,1,2,0,6,13,16,7,4,5,11,1,5,1,2,0,0,6.0,4.0,1.57,6.0,3.9,1.58,6.0,4.0,1.6
6/3/2022,Man City,Man United,4,1,2,2,1,2,24,24,5,10,2,10,14,9,3,0,1,0,0,1.4,4.75,7.5,1.37,4.8,8.5,1.43,4.8,7.0
7/3/2022,Tottenham,Everton,5,0,2,3,0,2,34,14,6,7,0,15,10,5,2,2,0,0,0,1.57,3.8,5.75,1.61,3.9,5.5,1.63,4.1,5.5
10/3/2022,Norwich,Chelsea,1,3,0,0,2,0,20,9,15,3,7,8,15,3,8,0,2,0,0,11.0,4.75,1.3,12.0,5.5,1.27,11.0,5.5,1.3
10/3/2022,Southampton,Newcastle,1,2,0,1,1,1,16,14,8,5,4,6,7,12,5,1,1,0,0,2.0,3.75,3.5,1.98,3.7,3.5,1.97,3.65,3.65
10/3/2022,Wolves,Watford,4,0,2,2,0,2,9,10,9,5,0,11,10,5,2,2,2,0,0,1.75,3.6,4.5,1.8,3.4,4.75,1.8,3.5,4.7
10/3/2022,Leeds,Aston Villa,0,3,0,0,1,0,35,4,15,1,9,17,11,3,5,5,3,0,0,2.7,3.5,2.5,2.7,3.6,2.45,2.7,3.55,2.55
12/3/2022,Brighton,Liverpool,0,2,0,0,1,0,22,8,18,3,9,12,15,7,6,3,1,0,0,6.0,4.33,1.5,5.75,4.5,1.51,5.75,4.5,1.53
12/3/2022,Brentford,Burnley,2,0,2,0,0,1,30,13,7,4,1,6,10,2,9,1,1,0,1,2.15,3.2,3.6,2.25,2.95,3.7,2.15,3.25,3.55
12/3/2022,Man United,Tottenham,3,2,2,2,1,2,14,10,10,6,3,8,7,4,5,2,1,0,0,2.2,3.4,3.25,2.1,3.6,3.2,2.2,3.5,3.2
13/03/2022,Chelsea,Newcastle,1,0,2,0,0,1,8,8,7,3,2,17,16,7,2,4,3,0,0,1.3,5.25,11.0,1.3,5.25,10.5,1.33,5.25,9.0
13/03/2022,Everton,Wolves,0,1,0,0,0,1,24,8,14,2,3,13,11,5,2,2,1,1,0,2.3,3.2,3.3,2.3,3.2,3.25,2.3,3.25,3.25
13/03/2022,Leeds,Norwich,2,1,2,1,0,2,34,13,12,7,4,18,8,6,2,3,1,0,0,1.55,4.2,5.75,1.55,4.33,5.5,1.6,4.3,5.25
13/03/2022,Southampton,Watford,1,2,0,1,2,0,10,13,9,7,5,8,12,11,3,3,2,0,0,1.6,4.2,5.25,1.57,4.1,5.75,1.63,4.1,5.25
13/03/2022,West Ham,Aston Villa,2,1,2,0,0,1,13,11,13,4,7,9,3,5,7,1,0,0,0,2.25,3.3,3.3,2.3,3.25,3.1,2.3,3.35,3.2
13/03/2022,Arsenal,Leicester,2,0,2,1,0,2,3,21,6,8,3,8,10,2,6,0,3,0,0,1.5,4.5,6.0,1.49,4.6,6.0,1.53,4.5,5.75
14/03/2022,Crystal Palace,Man City,0,0,1,0,0,1,20,7,18,1,4,6,11,2,6,3,1,0,0,10.0,5.0,1.33,9.5,5.5,1.31,9.5,5.5,1.33
16/03/2022,Brighton,Tottenham,0,2,0,0,1,0,32,15,17,0,7,11,9,6,3,2,2,0,0,3.3,3.3,2.25,3.25,3.3,2.25,3.25,3.3,2.3
16/03/2022,Arsenal,Liverpool,0,2,0,0,0,1,1,9,9,2,3,9,9,1,6,0,1,0,0,3.5,4.0,1.9,3.4,4.0,1.93,3.75,3.85,1.9
17/03/2022,Everton,Newcastle,1,0,2,0,0,1,6,9,17,3,6,13,11,5,7,2,1,1,0,2.4,3.25,3.1,2.3,3.4,3.1,2.4,3.3,3.0
18/03/2022,Wolves,Leeds,2,3,0,2,0,2,16,14,15,8,6,13,14,2,5,1,4,1,0,2.1,3.5,3.4,2.1,3.5,3.4,2.15,3.4,3.5
19/03/2022,Aston Villa,Arsenal,0,1,0,0,1,0,0,8,10,1,3,13,14,6,5,3,3,0,0,3.0,3.3,2.4,2.9,3.5,2.35,2.95,3.45,2.35
20/03/2022,Leicester,Brentford,2,1,2,2,0,2,9,12,15,4,6,10,10,2,5,1,2,0,0,2.15,3.4,3.4,2.15,3.4,3.4,2.2,3.45,3.3
20/03/2022,Tottenham,West Ham,3,1,2,2,1,2,3,17,6,4,1,7,7,5,3,0,1,0,0,1.72,3.8,4.75,1.75,4.0,4.2,1.75,3.95,4.4
2/4/2022,Liverpool,Watford,2,0,2,1,0,2,34,20,5,3,2,9,8,9,3,1,1,0,0,1.12,9.5,17.0,1.12,9.5,23.0,1.12,8.5,22.0
2/4/2022,Brighton,Norwich,0,0,1,0,0,1,35,31,6,4,0,12,11,11,2,1,1,0,0,1.5,4.0,7.0,1.49,4.0,7.25,1.5,4.2,7.0
2/4/2022,Burnley,Man City,0,2,0,0,2,0,6,3,18,1,6,11,6,1,8,1,0,0,0,15.0,6.5,1.2,13.0,6.25,1.23,14.0,6.5,1.22
2/4/2022,Chelsea,Brentford,1,4,0,0,0,1,0,21,17,8,6,11,7,12,7,0,0,0,0,1.33,5.0,10.0,1.34,5.0,9.75,1.35,4.9,10.0
2/4/2022,Leeds,Southampton,1,1,1,1,0,2,3,12,14,3,6,14,7,4,7,1,1,0,0,2.37,3.75,2.75,2.4,3.6,2.7,2.4,3.65,2.8
2/4/2022,Wolves,Aston Villa,2,1,2,2,0,2,9,11,15,5,5,15,8,4,9,4,3,0,0,3.0,3.1,2.55,2.9,3.0,2.6,3.0,3.05,2.55
2/4/2022,Man United,Leicester,1,1,1,0,0,1,1,11,11,5,3,13,6,6,5,2,2,0,0,1.5,4.5,6.0,1.51,4.6,5.75,1.53,4.6,5.75
3/4/2022,West Ham,Everton,2,1,2,1,0,2,24,11,13,5,2,9,12,2,4,1,1,0,1,1.75,3.8,4.5,1.78,3.7,4.4,1.8,3.75,4.5
3/4/2022,Tottenham,Newcastle,5,1,2,1,1,1,20,19,8,6,1,10,7,2,3,2,3,0,0,1.5,4.33,6.5,1.51,4.33,6.25,1.5,4.4,6.25
4/4/2022,Crystal Palace,Arsenal,3,0,2,2,0,2,30,6,12,5,3,11,15,0,2,0,2,0,0,4.0,3.4,1.95,4.1,3.3,1.93,3.95,3.4,1.97
6/4/2022,Burnley,Everton,3,2,2,1,2,0,22,13,16,4,4,11,16,9,6,2,2,0,0,2.62,3.1,2.87,2.5,3.25,2.85,2.55,3.15,2.95
8/4/2022,Newcastle,Wolves,1,0,2,0,0,1,28,12,5,4,2,6,13,1,2,1,1,0,0,2.25,3.1,3.4,2.25,3.0,3.4,2.3,3.1,3.45
9/4/2022,Everton,Man United,1,0,2,1,0,2,14,7,12,3,4,4,10,5,7,2,2,0,0,4.6,3.75,1.75,4.1,3.9,1.8,4.4,3.8,1.8
9/4/2022,Arsenal,Brighton,1,2,0,0,1,0,8,20,8,4,3,12,19,11,2,3,4,0,0,1.61,3.8,5.75,1.6,4.0,5.5,1.6,3.9,6.0
9/4/2022,Southampton,Chelsea,0,6,0,0,4,0,16,4,24,1,14,11,10,3,3,1,0,0,0,3.8,3.6,1.95,3.9,3.8,1.83,3.95,3.6,1.9
9/4/2022,Watford,Leeds,0,3,0,0,1,0,1,8,10,1,5,8,12,3,8,2,0,0,0,2.7,3.4,2.55,2.65,3.5,2.5,2.65,3.5,2.6
9/4/2022,Aston Villa,Tottenham,0,4,0,0,1,0,10,9,11,8,5,12,14,9,3,2,3,0,0,3.2,3.4,2.25,3.1,3.5,2.2,3.1,3.5,2.3
10/4/2022,Brentford,West Ham,2,0,2,0,0,1,20,15,5,7,1,2,6,4,6,0,1,0,0,2.62,3.3,2.62,2.7,3.1,2.7,2.7,3.3,2.65
10/4/2022,Leicester,Crystal Palace,2,1,2,2,0,2,32,12,11,3,3,11,12,3,4,1,1,0,0,2.37,3.3,2.9,2.4,3.4,2.85,2.4,3.4,2.95
10/4/2022,Norwich,Burnley,2,0,2,1,0,2,24,17,18,6,4,12,10,6,7,1,1,0,0,2.87,3.2,2.55,2.9,3.25,2.45,2.9,3.15,2.55
10/4/2022,Man City,Liverpool,2,2,1,2,1,2,3,11,6,5,4,9,11,4,1,1,4,0,0,2.0,3.75,3.5,2.0,3.75,3.4,2.05,3.5,3.55
16/04/2022,Tottenham,Brighton,0,1,0,0,0,1,6,5,12,0,5,14,10,4,4,3,3,0,0,1.53,4.0,6.5,1.52,4.33,6.0,1.53,4.3,6.25
16/04/2022,Man United,Norwich,3,2,2,2,1,2,0,20,15,9,4,7,6,6,7,0,0,0,0,1.25,6.5,10.0,1.22,6.5,13.0,1.25,6.5,11.0
16/04/2022,Southampton,Arsenal,1,0,2,1,0,2,28,9,23,3,6,6,6,6,8,2,1,0,0,3.8,3.6,1.95,3.9,3.7,1.88,3.85,3.6,1.95
16/04/2022,Watford,Brentford,1,2,0,0,1,0,35,17,16,4,5,11,9,6,5,2,1,0,0,2.7,3.3,2.55,2.8,3.2,2.55,2.8,3.25,2.6
17/04/2022,Newcastle,Leicester,2,1,2,1,1,1,13,16,8,7,2,10,10,3,5,2,2,0,0,2.2,3.4,3.3,2.2,3.3,3.3,2.25,3.35,3.25
17/04/2022,West Ham,Burnley,1,1,1,0,1,0,30,21,9,8,1,9,10,13,4,2,2,0,0,1.7,3.8,5.0,1.71,3.7,5.0,1.7,3.8,4.9
19/04/2022,Liverpool,Man United,4,0,2,2,0,2,20,14,2,5,1,3,6,10,2,1,2,0,0,1.4,5.0,7.0,1.39,5.0,7.0,1.45,5.0,6.25
20/04/2022,Chelsea,Arsenal,2,4,0,2,2,1,14,11,14,2,4,7,6,6,1,3,1,0,0,1.83,3.6,4.33,1.83,3.6,4.2,1.9,3.55,4.2
20/04/2022,Everton,Leicester,1,1,1,0,1,0,8,13,11,3,3,8,17,5,4,3,1,0,0,2.25,3.4,3.25,2.3,3.25,3.2,2.3,3.4,3.05
20/04/2022,Newcastle,Crystal Palace,1,0,2,1,0,2,38,13,10,4,2,12,12,2,5,1,1,0,0,2.25,3.4,3.25,2.3,3.2,3.1,2.35,3.25,3.15
20/04/2022,Man City,Brighton,3,0,2,0,0,1,22,17,2,5,1,12,7,7,4,0,3,0,0,1.16,7.0,17.0,1.18,7.0,17.0,1.2,6.75,15.0
21/04/2022,Burnley,Southampton,2,0,2,2,0,2,34,16,11,6,3,7,7,10,10,2,2,0,0,2.75,3.25,2.62,2.7,3.3,2.6,2.75,3.35,2.6
23/04/2022,Arsenal,Man United,3,1,2,2,1,2,6,14,14,7,5,9,12,1,7,3,4,0,0,2.05,3.5,3.5,2.05,3.6,3.4,2.1,3.5,3.4
23/04/2022,Leicester,Aston Villa,0,0,1,0,0,1,0,5,11,2,3,15,16,7,6,3,2,0,0,2.8,3.4,2.5,2.7,3.3,2.55,2.8,3.4,2.5
23/04/2022,Man City,Watford,5,1,2,3,1,2,16,21,5,8,2,9,7,11,4,1,0,0,0,1.1,10.0,26.0,1.12,9.75,23.0,1.12,9.5,22.0
23/04/2022,Norwich,Newcastle,0,3,0,0,2,0,5,5,13,2,7,11,10,2,3,0,2,0,0,3.5,3.3,2.15,3.5,3.3,2.1,3.55,3.3,2.15
23/04/2022,Brentford,Tottenham,0,0,1,0,0,1,20,15,9,2,0,8,7,12,8,2,1,0,0,4.33,3.5,1.85,4.2,3.5,1.87,4.2,3.7,1.83
24/04/2022,Brighton,Southampton,2,2,1,2,1,2,32,8,18,5,5,12,7,6,6,1,0,0,0,2.1,3.4,3.6,2.2,3.25,3.4,2.15,3.35,3.45
24/04/2022,Burnley,Wolves,1,0,2,0,0,1,3,14,10,5,4,8,7,3,6,3,1,0,0,2.7,3.0,2.87,2.65,3.0,2.85,2.7,3.05,2.85
24/04/2022,Chelsea,West Ham,1,0,2,0,0,1,24,26,6,5,2,11,9,3,1,1,0,0,1,1.5,4.33,6.5,1.53,4.2,6.0,1.5,4.4,6.25
24/04/2022,Liverpool,Everton,2,0,2,0,0,1,34,18,9,4,1,8,8,13,1,2,5,0,0,1.18,7.0,15.0,1.19,7.25,14.0,1.2,7.0,14.0
25/04/2022,Crystal Palace,Leeds,0,0,1,0,0,1,9,17,9,7,2,12,13,6,3,2,2,0,0,2.05,3.5,3.5,2.0,3.6,3.5,2.1,3.55,3.5
28/04/2022,Man United,Chelsea,1,1,1,0,0,1,22,6,21,3,6,9,12,2,9,0,1,0,0,3.2,3.4,2.25,3.2,3.75,2.1,3.15,3.45,2.25
30/04/2022,Newcastle,Liverpool,0,1,0,0,1,0,1,4,24,2,10,11,11,0,6,1,3,0,0,8.5,5.0,1.36,7.5,4.75,1.41,7.75,4.8,1.4
30/04/2022,Aston Villa,Norwich,2,0,2,1,0,2,12,21,9,6,3,16,8,2,3,4,1,0,0,1.4,4.5,9.0,1.39,4.75,8.0,1.4,4.9,7.75
30/04/2022,Southampton,Crystal Palace,1,2,0,1,0,2,13,8,14,3,5,13,11,6,7,1,3,0,0,2.4,3.3,3.1,2.35,3.3,3.0,2.4,3.3,3.0
30/04/2022,Watford,Burnley,1,2,0,1,0,2,6,13,17,1,6,13,9,5,6,1,2,0,0,2.6,3.3,2.75,2.65,3.2,2.75,2.65,3.25,2.7
30/04/2022,Wolves,Brighton,0,3,0,0,1,0,35,11,17,1,9,6,4,7,3,2,1,0,0,2.7,3.2,2.75,2.7,3.0,2.8,2.6,3.15,2.85
30/04/2022,Leeds,Man City,0,4,0,0,1,0,30,7,19,2,6,13,3,3,6,1,2,0,0,8.5,6.0,1.3,9.5,5.5,1.31,8.75,5.75,1.33
1/5/2022,Everton,Chelsea,1,0,2,0,0,1,16,9,17,4,5,9,12,3,8,3,5,0,0,5.0,3.6,1.75,4.8,3.7,1.72,4.7,3.7,1.77
1/5/2022,Tottenham,Leicester,3,1,2,1,0,2,14,13,6,7,2,13,8,7,3,2,3,0,0,1.44,4.75,7.0,1.46,4.6,6.5,1.43,4.7,7.25
1/5/2022,West Ham,Arsenal,1,2,0,1,1,1,22,8,13,3,7,8,9,3,7,2,2,0,0,4.33,3.8,1.8,4.5,3.7,1.77,4.7,3.75,1.75
2/5/2022,Man United,Brentford,3,0,2,1,0,2,5,9,12,5,4,4,6,3,8,1,0,0,0,1.72,4.0,4.5,1.75,3.8,4.4,1.75,3.85,4.5
7/5/2022,Brentford,Southampton,3,0,2,2,0,2,25,18,19,5,4,12,9,4,7,0,1,0,0,2.15,3.5,3.3,2.15,3.4,3.25,2.25,3.2,3.4
7/5/2022,Burnley,Aston Villa,1,3,0,0,2,0,8,14,12,6,7,13,11,4,5,1,2,0,0,3.0,3.3,2.4,2.9,3.3,2.45,2.95,3.25,2.45
7/5/2022,Chelsea,Wolves,2,2,1,0,0,1,28,19,14,6,4,7,11,9,3,1,3,0,0,1.33,5.0,9.5,1.36,4.8,9.25,1.35,4.9,9.0
7/5/2022,Crystal Palace,Watford,1,0,2,1,0,2,10,15,6,7,1,11,18,8,5,2,1,0,1,1.65,4.0,5.0,1.68,3.75,5.25,1.67,3.9,5.25
7/5/2022,Brighton,Man United,4,0,2,1,0,2,0,17,15,6,5,13,9,7,6,0,2,0,0,2.8,3.5,2.45,2.8,3.3,2.5,2.8,3.35,2.55
7/5/2022,Liverpool,Tottenham,1,1,1,0,0,1,24,22,8,3,3,12,8,11,5,3,2,0,0,1.4,5.0,7.0,1.46,4.8,6.25,1.45,4.8,6.25
8/5/2022,Arsenal,Leeds,2,1,2,2,0,2,5,19,3,9,2,13,15,8,2,2,2,0,1,1.45,4.5,7.0,1.42,5.0,6.75,1.45,4.7,6.75
8/5/2022,Leicester,Everton,1,2,0,1,2,0,6,16,10,9,4,11,6,6,1,3,0,0,0,2.6,3.3,2.75,2.45,3.4,2.8,2.6,3.3,2.8
8/5/2022,Norwich,West Ham,0,4,0,0,3,0,32,8,13,2,5,7,7,9,5,1,1,0,0,4.5,3.8,1.75,4.4,3.8,1.75,4.4,3.8,1.77
8/5/2022,Man City,Newcastle,5,0,2,2,0,2,34,21,7,9,3,6,11,8,2,1,3,0,0,1.16,7.0,17.0,1.16,8.0,16.5,1.2,7.5,13.0
10/5/2022,Aston Villa,Liverpool,1,2,0,1,1,1,14,9,17,4,6,10,12,2,3,0,0,0,0,7.5,4.75,1.4,7.0,4.6,1.44,7.0,4.8,1.43
11/5/2022,Leeds,Chelsea,0,3,0,0,1,0,3,5,17,0,4,10,14,1,5,1,0,1,0,4.75,4.2,1.65,4.75,4.0,1.66,4.8,4.2,1.65
11/5/2022,Leicester,Norwich,3,0,2,0,0,1,35,20,9,8,5,10,5,10,2,0,0,0,0,1.44,4.75,7.0,1.46,4.6,6.75,1.45,4.8,6.75
11/5/2022,Watford,Everton,0,0,1,0,0,1,22,6,16,0,5,5,12,1,13,1,2,0,0,4.2,3.6,1.83,4.1,3.6,1.85,4.2,3.7,1.85
11/5/2022,Wolves,Man City,1,5,0,1,3,0,20,7,16,3,5,2,10,6,2,0,1,0,0,11.0,6.0,1.25,12.0,5.75,1.26,12.0,6.0,1.25
12/5/2022,Tottenham,Arsenal,3,0,2,2,0,2,30,16,8,6,4,8,15,2,2,1,3,0,1,2.05,3.75,3.5,2.05,3.5,3.4,2.1,3.55,3.35
15/05/2022,Tottenham,Burnley,1,0,2,1,0,2,16,21,8,8,1,12,8,8,2,3,2,0,0,1.33,5.25,9.0,1.34,5.25,9.0,1.33,5.25,9.5
15/05/2022,Aston Villa,Crystal Palace,1,1,1,0,0,1,5,13,16,4,4,11,15,1,5,1,3,0,0,2.0,3.5,3.75,2.05,3.5,3.5,2.05,3.5,3.6
15/05/2022,Leeds,Brighton,1,1,1,0,1,0,22,19,16,5,6,16,8,8,1,3,2,0,0,2.62,3.5,2.62,2.6,3.4,2.6,2.5,3.5,2.75
15/05/2022,Watford,Leicester,1,5,0,1,2,0,13,13,13,5,7,4,6,7,3,0,1,0,0,3.8,3.5,1.95,3.5,3.6,2.0,3.6,3.7,2.0
15/05/2022,West Ham,Man City,2,2,1,2,0,2,3,6,31,2,8,9,5,4,9,3,1,0,0,7.5,5.0,1.4,7.75,5.0,1.38,7.25,5.25,1.4
15/05/2022,Wolves,Norwich,1,1,1,0,1,0,38,17,11,4,2,5,10,5,3,0,3,0,0,1.45,4.75,6.5,1.46,4.4,7.0,1.47,4.5,6.75
15/05/2022,Everton,Brentford,2,3,0,2,1,2,24,10,18,5,7,8,8,5,2,0,3,2,0,2.05,3.6,3.5,2.1,3.5,3.4,2.05,3.5,3.6
16/05/2022,Newcastle,Arsenal,2,0,2,0,0,1,9,16,11,4,2,11,8,12,8,0,3,0,0,4.33,3.6,1.83,4.0,3.6,1.87,4.3,3.65,1.83
17/05/2022,Southampton,Liverpool,1,2,0,1,1,1,20,4,24,2,5,6,6,1,9,2,0,0,0,7.5,5.5,1.33,7.75,5.25,1.36,7.5,5.5,1.35
19/05/2022,Everton,Crystal Palace,3,2,2,0,2,0,3,12,7,6,5,9,13,4,5,2,3,0,0,1.9,3.4,4.33,1.93,3.4,4.0,1.85,3.55,4.3
19/05/2022,Aston Villa,Burnley,1,1,1,0,1,0,30,22,10,9,5,11,20,13,6,0,1,0,1,2.05,3.5,3.6,1.98,3.5,3.7,2.1,3.45,3.5
19/05/2022,Chelsea,Leicester,1,1,1,1,1,1,34,20,2,7,1,13,7,6,0,4,1,0,0,1.4,4.75,8.0,1.38,4.75,8.5,1.4,4.6,8.75
22/05/2022,Arsenal,Everton,5,1,2,2,1,2,1,26,6,9,2,8,9,12,2,0,1,0,0,1.36,4.75,9.0,1.38,5.0,7.75,1.37,4.9,8.5
22/05/2022,Brentford,Leeds,1,2,0,0,0,1,30,14,14,5,6,11,13,3,2,2,1,1,0,2.45,3.8,2.62,2.4,3.6,2.75,2.45,3.6,2.75
22/05/2022,Brighton,West Ham,3,1,2,0,1,0,16,18,7,7,2,9,9,5,6,1,1,0,0,2.37,3.5,2.9,2.35,3.5,2.87,2.4,3.5,2.85
22/05/2022,Burnley,Newcastle,1,2,0,0,1,0,6,12,8,5,6,8,9,8,2,1,0,0,0,2.25,3.4,3.2,2.15,3.4,3.25,2.2,3.45,3.25
22/05/2022,Chelsea,Watford,2,1,2,1,0,2,22,19,8,8,3,9,9,3,3,0,0,0,0,1.18,7.5,15.0,1.18,7.5,15.5,1.22,7.0,13.0
22/05/2022,Crystal Palace,Man United,1,0,2,1,0,2,20,6,10,3,4,12,22,3,6,2,4,0,0,3.0,3.6,2.25,3.0,3.5,2.25,3.15,3.55,2.2
22/05/2022,Leicester,Southampton,4,1,2,0,0,1,14,12,7,6,2,10,5,3,3,0,1,0,0,1.85,4.0,3.8,1.85,3.9,3.8,1.85,3.95,3.8
22/05/2022,Liverpool,Wolves,3,1,2,1,1,1,3,29,7,8,5,6,3,5,3,1,0,0,0,1.14,8.5,15.0,1.16,7.75,15.0,1.17,7.75,16.0
22/05/2022,Man City,Aston Villa,3,2,2,0,1,0,24,24,4,5,2,5,11,13,1,0,1,0,0,1.16,8.0,17.0,1.17,8.0,15.0,1.15,7.5,18.0
22/05/2022,Norwich,Tottenham,0,5,0,0,2,0,5,9,19,0,13,13,7,3,2,3,1,0,0,9.5,6.5,1.25,11.0,6.5,1.24,11.0,6.25,1.25
5/8/2022,Crystal Palace,Arsenal,0,2,0,0,1,0,3,10,10,2,2,16,11,3,5,1,2,0,0,4.2,3.6,1.85,4.33,3.5,1.87,4.3,3.55,1.85
6/8/2022,Fulham,Liverpool,2,2,1,1,0,2,0,9,11,3,4,7,9,4,4,2,0,0,0,11.0,6.0,1.25,10.0,5.75,1.28,12.0,5.75,1.27
6/8/2022,Bournemouth,Aston Villa,2,0,2,1,0,2,28,7,15,3,2,18,16,5,5,3,3,0,0,3.75,3.5,2.0,3.75,3.4,2.0,3.65,3.45,2.05
6/8/2022,Leeds,Wolves,2,1,2,1,1,1,32,12,15,4,6,13,9,6,4,2,0,0,0,2.25,3.4,3.2,2.3,3.3,2.95,2.3,3.3,3.15
6/8/2022,Newcastle,Nott'm Forest,2,0,2,0,0,1,35,23,5,10,0,9,14,11,1,0,3,0,0,1.66,3.8,5.25,1.65,3.8,5.5,1.65,3.8,5.5
6/8/2022,Tottenham,Southampton,4,1,2,2,1,2,1,18,10,8,2,11,6,10,2,3,0,0,0,1.33,5.5,8.5,1.35,5.25,8.25,1.37,5.25,7.75
6/8/2022,Everton,Chelsea,0,1,0,0,1,0,6,8,15,4,6,14,11,4,16,3,2,0,0,5.5,4.0,1.61,5.5,3.8,1.58,5.5,3.9,1.63
7/8/2022,Leicester,Brentford,2,2,1,1,0,2,13,14,8,5,3,6,5,5,6,0,0,0,0,2.0,3.75,3.5,2.0,3.6,3.6,2.05,3.65,3.55
7/8/2022,Man United,Brighton,1,2,0,0,2,0,30,17,15,5,4,7,12,6,2,4,1,0,0,1.6,4.2,5.25,1.62,3.9,5.5,1.6,4.0,5.75
7/8/2022,West Ham,Man City,0,2,0,0,1,0,24,6,14,1,2,8,4,1,4,0,1,0,0,8.0,5.0,1.36,7.75,5.0,1.38,7.5,5.25,1.37
13/08/2022,Aston Villa,Everton,2,1,2,1,0,2,24,12,15,4,4,9,7,5,8,4,1,0,0,1.8,3.5,4.75,1.8,3.5,4.75,1.8,3.55,4.6
13/08/2022,Arsenal,Leicester,4,2,2,2,0,2,9,19,6,7,2,15,9,6,2,1,1,0,0,1.53,4.33,5.75,1.52,4.4,6.0,1.53,4.4,5.75
